name, conf, dftE, pm7E, mmffE
Neutral_jobs/omegacsd_ANTZOB, rmsd2-pm7, 5289.801437, 116.299370, 74.212150
Neutral_jobs/omegacsd_ANTZOB, rmsd2-opt, 5296.621766, 116.299560, 74.217529
Neutral_jobs/omegacsd_ANTZOB, rmsd221-mmff, 5286.266564, 119.806730, 74.939350
Neutral_jobs/omegacsd_ANTZOB, rmsd221-pm7, 5289.390714, 116.310470, 74.227130
Neutral_jobs/omegacsd_ANTZOB, rmsd221-opt, 5296.596471, 116.310480, 74.218876
Neutral_jobs/omegacsd_ANTZOB, rmsd222-mmff, 5287.049916, 119.491510, 74.736875
Neutral_jobs/omegacsd_ANTZOB, rmsd222-pm7, 5289.288447, 116.350790, 74.143811
Neutral_jobs/omegacsd_ANTZOB, rmsd222-opt, 5296.708792, 116.350840, 74.145381
Neutral_jobs/omegacsd_ANTZOB, rmsd23-mmff, 5290.970703, 118.043390, 70.357386
Neutral_jobs/omegacsd_ANTZOB, rmsd23-pm7, 5289.640034, 116.337090, 73.953457
Neutral_jobs/omegacsd_ANTZOB, rmsd23-opt, 5296.600886, 116.337290, 73.954169
Neutral_jobs/omegacsd_ANTZOB, rmsd87-mmff, 5290.916137, 118.286680, 70.511664
Neutral_jobs/omegacsd_ANTZOB, rmsd87-pm7, 5289.810809, 116.286320, 74.115683
Neutral_jobs/omegacsd_ANTZOB, rmsd87-opt, 5296.609964, 116.286670, 74.110845
Neutral_jobs/omegacsd_AOPCHY, rmsd103-mmff, 5819.450755, -140.657010, 79.620536
Neutral_jobs/omegacsd_AOPCHY, rmsd103-pm7, 5820.145178, -141.588920, 80.626002
Neutral_jobs/omegacsd_AOPCHY, rmsd103-opt, 5823.321278, -141.588810, 80.625819
Neutral_jobs/omegacsd_AOPCHY, rmsd104-mmff, 5820.229296, -140.749570, 78.594268
Neutral_jobs/omegacsd_AOPCHY, rmsd104-pm7, 5821.767383, -141.651300, 80.712925
Neutral_jobs/omegacsd_AOPCHY, rmsd104-opt, 5826.955656, -141.651140, 80.703035
Neutral_jobs/omegacsd_AOPCHY, rmsd108-mmff, 5820.717229, -140.672310, 78.776025
Neutral_jobs/omegacsd_AOPCHY, rmsd108-pm7, 5821.009902, -141.627460, 80.916074
Neutral_jobs/omegacsd_AOPCHY, rmsd108-opt, 5826.657384, -141.627270, 80.923914
Neutral_jobs/omegacsd_AOPCHY, rmsd11-mmff, 5819.872497, -140.745400, 78.712318
Neutral_jobs/omegacsd_AOPCHY, rmsd11-pm7, 5820.387809, -141.626490, 80.012544
Neutral_jobs/omegacsd_AOPCHY, rmsd11-opt, 5823.885461, -141.626340, 80.015462
Neutral_jobs/omegacsd_AOPCHY, rmsd123-mmff, 5820.421723, -140.424540, 77.871907
Neutral_jobs/omegacsd_AOPCHY, rmsd123-pm7, 5821.308623, -141.708630, 80.788566
Neutral_jobs/omegacsd_AOPCHY, rmsd123-opt, 5826.178921, -141.708790, 80.795539
Neutral_jobs/omegacsd_AOPCHY, rmsd138-mmff, 5819.939419, -140.432420, 77.976305
Neutral_jobs/omegacsd_AOPCHY, rmsd138-pm7, 5821.183054, -141.747640, 80.753733
Neutral_jobs/omegacsd_AOPCHY, rmsd138-opt, 5826.675823, -141.747660, 80.754499
Neutral_jobs/omegacsd_AOPCHY, rmsd144-mmff, 5819.945624, -140.559190, 78.299514
Neutral_jobs/omegacsd_AOPCHY, rmsd144-pm7, 5820.987491, -141.744900, 80.678591
Neutral_jobs/omegacsd_AOPCHY, rmsd144-opt, 5826.534476, -141.744800, 80.686623
Neutral_jobs/omegacsd_AOPCHY, rmsd153-mmff, 5820.527257, -140.588210, 78.302713
Neutral_jobs/omegacsd_AOPCHY, rmsd153-pm7, 5821.116258, -141.623860, 80.787886
Neutral_jobs/omegacsd_AOPCHY, rmsd153-opt, 5825.868575, -141.623710, 80.797653
Neutral_jobs/omegacsd_AOPCHY, rmsd173-mmff, 5820.304341, -140.810010, 78.473309
Neutral_jobs/omegacsd_AOPCHY, rmsd173-pm7, 5820.943302, -141.709040, 80.744648
Neutral_jobs/omegacsd_AOPCHY, rmsd173-opt, 5826.948671, -141.709080, 80.732009
Neutral_jobs/omegacsd_AOPCHY, rmsd212-mmff, 5820.419590, -140.498640, 77.965017
Neutral_jobs/omegacsd_AOPCHY, rmsd212-pm7, 5820.563983, -141.696840, 80.641252
Neutral_jobs/omegacsd_AOPCHY, rmsd212-opt, 5824.655841, -141.696840, 80.643342
Neutral_jobs/omegacsd_APRTAM, rmsd127-mmff, 4727.814872, -9.825530, 93.820413
Neutral_jobs/omegacsd_APRTAM, rmsd127-pm7, 4725.980429, -13.578210, 94.761584
Neutral_jobs/omegacsd_APRTAM, rmsd127-opt, 4721.409186, -13.578120, 94.760363
Neutral_jobs/omegacsd_APRTAM, rmsd171-mmff, 4728.192664, -11.040220, 93.101393
Neutral_jobs/omegacsd_APRTAM, rmsd171-pm7, 4736.993940, -25.193700, 97.473061
Neutral_jobs/omegacsd_APRTAM, rmsd171-opt, 4744.921407, -25.193250, 97.453401
Neutral_jobs/omegacsd_APRTAM, rmsd172-mmff, 4728.482919, -11.217320, 94.077858
Neutral_jobs/omegacsd_APRTAM, rmsd172-pm7, 4737.010470, -25.241150, 97.689824
Neutral_jobs/omegacsd_APRTAM, rmsd172-opt, 4744.865059, -25.241080, 97.697305
Neutral_jobs/omegacsd_APRTAM, rmsd178-mmff, 4724.660537, -6.750860, 100.294246
Neutral_jobs/omegacsd_APRTAM, rmsd178-pm7, 4736.817211, -25.199430, 97.254552
Neutral_jobs/omegacsd_APRTAM, rmsd178-opt, 4744.862999, -25.199340, 97.265525
Neutral_jobs/omegacsd_APRTAM, rmsd182-mmff, 4733.011148, -19.364070, 93.361035
Neutral_jobs/omegacsd_APRTAM, rmsd182-pm7, 4736.501800, -25.151630, 97.382677
Neutral_jobs/omegacsd_APRTAM, rmsd182-opt, 4744.241550, -25.151160, 97.386500
Neutral_jobs/omegacsd_APRTAM, rmsd183-mmff, 4731.744494, -15.717330, 92.369713
Neutral_jobs/omegacsd_APRTAM, rmsd183-pm7, 4736.766627, -25.236980, 97.457970
Neutral_jobs/omegacsd_APRTAM, rmsd183-opt, 4744.437921, -25.236710, 97.464551
Neutral_jobs/omegacsd_APRTAM, rmsd201-mmff, 4724.296549, -6.948790, 99.082656
Neutral_jobs/omegacsd_APRTAM, rmsd201-pm7, 4726.995360, -14.169020, 94.491707
Neutral_jobs/omegacsd_APRTAM, rmsd201-opt, 4733.906492, -14.169090, 94.488714
Neutral_jobs/omegacsd_APRTAM, rmsd222-mmff, 4724.904093, -7.984690, 97.362625
Neutral_jobs/omegacsd_APRTAM, rmsd222-pm7, 4725.412592, -18.410290, 99.972057
Neutral_jobs/omegacsd_APRTAM, rmsd222-opt, 4733.078027, -18.409990, 99.961607
Neutral_jobs/omegacsd_APRTAM, rmsd78-mmff, 4726.447135, -9.404860, 91.509961
Neutral_jobs/omegacsd_APRTAM, rmsd78-pm7, 4725.225196, -13.418400, 93.008673
Neutral_jobs/omegacsd_APRTAM, rmsd78-opt, 4731.617651, -13.418550, 93.006907
Neutral_jobs/omegacsd_APRTAM, rmsd97-mmff, 4718.127353, -3.466450, 105.730600
Neutral_jobs/omegacsd_APRTAM, rmsd97-pm7, 4732.156372, -21.422100, 104.044358
Neutral_jobs/omegacsd_APRTAM, rmsd97-opt, 4740.734660, -21.421980, 104.060144
Neutral_jobs/omegacsd_AZLNPR, rmsd117-mmff, 4044.891272, -72.063660, 141.032857
Neutral_jobs/omegacsd_AZLNPR, rmsd117-pm7, 4052.722601, -85.869740, 160.465384
Neutral_jobs/omegacsd_AZLNPR, rmsd117-opt, 4065.288368, -85.869560, 160.451680
Neutral_jobs/omegacsd_AZLNPR, rmsd129-mmff, 4045.218268, -71.642400, 38.935416
Neutral_jobs/omegacsd_AZLNPR, rmsd129-pm7, 4052.994874, -85.402260, 51.489996
Neutral_jobs/omegacsd_AZLNPR, rmsd129-opt, 4064.689170, -85.402110, 51.476331
Neutral_jobs/omegacsd_AZLNPR, rmsd142-mmff, 4044.754673, -71.850060, 142.442223
Neutral_jobs/omegacsd_AZLNPR, rmsd142-pm7, 4053.584677, -86.329560, 160.814121
Neutral_jobs/omegacsd_AZLNPR, rmsd142-opt, 4066.166369, -86.329430, 160.777678
Neutral_jobs/omegacsd_AZLNPR, rmsd181-mmff, 4043.756155, -71.552790, 141.963036
Neutral_jobs/omegacsd_AZLNPR, rmsd181-pm7, 4052.551758, -85.968800, 160.959851
Neutral_jobs/omegacsd_AZLNPR, rmsd181-opt, 4064.670934, -85.968760, 160.981886
Neutral_jobs/omegacsd_AZLNPR, rmsd182-mmff, 4045.105839, -72.482020, 146.429960
Neutral_jobs/omegacsd_AZLNPR, rmsd182-pm7, 4053.323129, -86.604770, 161.610282
Neutral_jobs/omegacsd_AZLNPR, rmsd182-opt, 4066.358418, -86.604950, 161.630234
Neutral_jobs/omegacsd_AZLNPR, rmsd183-mmff, 4043.625601, -71.540100, 142.137190
Neutral_jobs/omegacsd_AZLNPR, rmsd183-pm7, 4052.321514, -85.824290, 160.976432
Neutral_jobs/omegacsd_AZLNPR, rmsd183-opt, 4064.438950, -85.823970, 160.998438
Neutral_jobs/omegacsd_AZLNPR, rmsd213-mmff, 4046.439578, -73.220300, 145.612268
Neutral_jobs/omegacsd_AZLNPR, rmsd213-pm7, 4054.280189, -86.693300, 165.324371
Neutral_jobs/omegacsd_AZLNPR, rmsd213-opt, 4066.186243, -86.693180, 165.354934
Neutral_jobs/omegacsd_AZLNPR, rmsd65-mmff, 4044.359496, -71.906870, 139.838533
Neutral_jobs/omegacsd_AZLNPR, rmsd65-pm7, 4052.472892, -85.940910, 161.017797
Neutral_jobs/omegacsd_AZLNPR, rmsd65-opt, 4065.612456, -85.940580, 161.007972
Neutral_jobs/omegacsd_AZLNPR, rmsd68-mmff, 4045.035202, -71.618690, 143.223500
Neutral_jobs/omegacsd_AZLNPR, rmsd68-pm7, 4051.617410, -85.795740, 159.130902
Neutral_jobs/omegacsd_AZLNPR, rmsd68-opt, 4065.745943, -85.795680, 159.174419
Neutral_jobs/omegacsd_AZLNPR, rmsd72-mmff, 4045.138903, -71.648450, 38.829203
Neutral_jobs/omegacsd_AZLNPR, rmsd72-pm7, 4053.071086, -85.421220, 51.158955
Neutral_jobs/omegacsd_AZLNPR, rmsd72-opt, 4064.807865, -85.421220, 51.153181
Neutral_jobs/omegacsd_BAFREF, rmsd108-mmff, 2622.291453, 83.066670, 182.868018
Neutral_jobs/omegacsd_BAFREF, rmsd108-pm7, 2629.002291, 75.077230, 182.628652
Neutral_jobs/omegacsd_BAFREF, rmsd108-opt, 2636.242895, 75.077130, 182.622370
Neutral_jobs/omegacsd_BAFREF, rmsd119-mmff, 2622.174334, 82.754250, 182.911461
Neutral_jobs/omegacsd_BAFREF, rmsd119-pm7, 2629.191515, 75.201690, 182.584063
Neutral_jobs/omegacsd_BAFREF, rmsd119-opt, 2636.318691, 75.201730, 182.595197
Neutral_jobs/omegacsd_BAFREF, rmsd160-mmff, 2622.869468, 83.819370, 183.530581
Neutral_jobs/omegacsd_BAFREF, rmsd160-pm7, 2628.449711, 75.630250, 182.946740
Neutral_jobs/omegacsd_BAFREF, rmsd160-opt, 2635.735225, 75.630480, 182.966791
Neutral_jobs/omegacsd_BAFREF, rmsd161-mmff, 2623.196509, 82.680410, 183.070495
Neutral_jobs/omegacsd_BAFREF, rmsd161-pm7, 2629.121184, 75.082350, 182.516803
Neutral_jobs/omegacsd_BAFREF, rmsd161-opt, 2636.373650, 75.082520, 182.539582
Neutral_jobs/omegacsd_BAFREF, rmsd173-mmff, 2622.855966, 83.714290, 183.135575
Neutral_jobs/omegacsd_BAFREF, rmsd173-pm7, 2628.706576, 75.540100, 182.521291
Neutral_jobs/omegacsd_BAFREF, rmsd173-opt, 2635.716481, 75.540170, 182.503939
Neutral_jobs/omegacsd_BAFREF, rmsd195-mmff, 2620.924792, 84.186820, 183.508154
Neutral_jobs/omegacsd_BAFREF, rmsd195-pm7, 2628.459391, 75.610920, 182.893316
Neutral_jobs/omegacsd_BAFREF, rmsd195-opt, 2635.559796, 75.610990, 182.896834
Neutral_jobs/omegacsd_BAFREF, rmsd246-mmff, 2619.320434, 84.963850, 183.618597
Neutral_jobs/omegacsd_BAFREF, rmsd246-pm7, 2628.780177, 75.583270, 182.504962
Neutral_jobs/omegacsd_BAFREF, rmsd246-opt, 2635.658024, 75.583360, 182.475409
Neutral_jobs/omegacsd_BAFREF, rmsd73-mmff, 2623.429699, 83.548250, 182.610493
Neutral_jobs/omegacsd_BAFREF, rmsd73-pm7, 2629.464210, 75.005430, 182.268994
Neutral_jobs/omegacsd_BAFREF, rmsd73-opt, 2636.363362, 75.005660, 182.276068
Neutral_jobs/omegacsd_BAFREF, rmsd90-mmff, 2623.042492, 82.540280, 182.630908
Neutral_jobs/omegacsd_BAFREF, rmsd90-pm7, 2629.016484, 75.137760, 182.685796
Neutral_jobs/omegacsd_BAFREF, rmsd90-opt, 2636.246650, 75.137900, 182.653699
Neutral_jobs/omegacsd_BAFREF, rmsd93-mmff, 2619.531644, 85.565840, 182.377015
Neutral_jobs/omegacsd_BAFREF, rmsd93-pm7, 2628.469652, 75.637240, 182.844413
Neutral_jobs/omegacsd_BAFREF, rmsd93-opt, 2635.662955, 75.637520, 182.854815
Neutral_jobs/omegacsd_BAFYOW, rmsd124-mmff, 4652.999515, -97.044730, 101.905476
Neutral_jobs/omegacsd_BAFYOW, rmsd124-pm7, 4652.900437, -98.141520, 102.359279
Neutral_jobs/omegacsd_BAFYOW, rmsd124-opt, 4659.372227, -98.141180, 102.366972
Neutral_jobs/omegacsd_BAFYOW, rmsd127-mmff, 4653.046183, -96.918880, 101.692073
Neutral_jobs/omegacsd_BAFYOW, rmsd127-pm7, 4653.249647, -98.105910, 102.362340
Neutral_jobs/omegacsd_BAFYOW, rmsd127-opt, 4659.530819, -98.105730, 102.353804
Neutral_jobs/omegacsd_BAFYOW, rmsd137-mmff, 4640.681478, -87.689180, 103.068823
Neutral_jobs/omegacsd_BAFYOW, rmsd137-pm7, 4653.164506, -98.036280, 102.202519
Neutral_jobs/omegacsd_BAFYOW, rmsd137-opt, 4659.627130, -98.036080, 102.202209
Neutral_jobs/omegacsd_BAFYOW, rmsd19-mmff, 4652.644690, -96.315560, 103.414244
Neutral_jobs/omegacsd_BAFYOW, rmsd19-pm7, 4653.313099, -98.062520, 102.554033
Neutral_jobs/omegacsd_BAFYOW, rmsd19-opt, 4659.881976, -98.062260, 102.569281
Neutral_jobs/omegacsd_BAFYOW, rmsd212-mmff, 4640.973754, -88.028370, 102.508511
Neutral_jobs/omegacsd_BAFYOW, rmsd212-pm7, 4653.185372, -98.107310, 102.080334
Neutral_jobs/omegacsd_BAFYOW, rmsd212-opt, 4656.108693, -98.107370, 102.069699
Neutral_jobs/omegacsd_BAFYOW, rmsd213-mmff, 4641.927902, -88.176850, 103.087562
Neutral_jobs/omegacsd_BAFYOW, rmsd213-pm7, 4653.326590, -98.087710, 101.967536
Neutral_jobs/omegacsd_BAFYOW, rmsd213-opt, 4658.872008, -98.087460, 101.960437
Neutral_jobs/omegacsd_BAFYOW, rmsd218-mmff, 4652.626138, -96.109140, 103.541544
Neutral_jobs/omegacsd_BAFYOW, rmsd218-pm7, 4652.934531, -97.955660, 102.386304
Neutral_jobs/omegacsd_BAFYOW, rmsd218-opt, 4658.732748, -97.955770, 102.401559
Neutral_jobs/omegacsd_BAFYOW, rmsd219-mmff, 4652.424892, -95.869620, 103.656593
Neutral_jobs/omegacsd_BAFYOW, rmsd219-pm7, 4652.962210, -98.033160, 102.371898
Neutral_jobs/omegacsd_BAFYOW, rmsd219-opt, 4658.733415, -98.032910, 102.369608
Neutral_jobs/omegacsd_BAFYOW, rmsd228-mmff, 4641.213456, -88.206330, 102.226952
Neutral_jobs/omegacsd_BAFYOW, rmsd228-pm7, 4653.229465, -98.101340, 102.123746
Neutral_jobs/omegacsd_BAFYOW, rmsd228-opt, 4659.631535, -98.101250, 102.122763
Neutral_jobs/omegacsd_BAFYOW, rmsd39-mmff, 4643.043159, -90.215980, 100.472087
Neutral_jobs/omegacsd_BAFYOW, rmsd39-pm7, 4652.876940, -98.084130, 102.336716
Neutral_jobs/omegacsd_BAFYOW, rmsd39-opt, 4659.089291, -98.083940, 102.325946
Neutral_jobs/omegacsd_BAJZOB10, rmsd109-mmff, 5807.682506, -185.784880, -14.537565
Neutral_jobs/omegacsd_BAJZOB10, rmsd109-pm7, 5807.780530, -190.614210, -9.808896
Neutral_jobs/omegacsd_BAJZOB10, rmsd109-opt, 5814.813425, -190.613960, -9.811614
Neutral_jobs/omegacsd_BAJZOB10, rmsd183-mmff, 5805.259684, -181.265720, -7.954990
Neutral_jobs/omegacsd_BAJZOB10, rmsd183-pm7, 5807.611452, -190.380790, -10.322473
Neutral_jobs/omegacsd_BAJZOB10, rmsd183-opt, 5815.516377, -190.381020, -10.320643
Neutral_jobs/omegacsd_BAJZOB10, rmsd2-mmff, 5803.739576, -182.824100, -10.777026
Neutral_jobs/omegacsd_BAJZOB10, rmsd2-pm7, 5807.751802, -190.562410, -9.892927
Neutral_jobs/omegacsd_BAJZOB10, rmsd2-opt, 5816.110437, -190.562470, -9.889048
Neutral_jobs/omegacsd_BAJZOB10, rmsd24-mmff, 5806.793597, -183.989320, -10.406328
Neutral_jobs/omegacsd_BAJZOB10, rmsd24-pm7, 5807.551002, -190.536100, -10.066197
Neutral_jobs/omegacsd_BAJZOB10, rmsd24-opt, 5815.464908, -190.535870, -10.067161
Neutral_jobs/omegacsd_BAJZOB10, rmsd240-mmff, 5808.425837, -187.842170, -13.667268
Neutral_jobs/omegacsd_BAJZOB10, rmsd240-pm7, 5807.816292, -192.228880, -11.963436
Neutral_jobs/omegacsd_BAJZOB10, rmsd240-opt, 5816.068136, -192.228430, -11.965228
Neutral_jobs/omegacsd_BAJZOB10, rmsd27-mmff, 5808.227534, -186.303140, -14.374005
Neutral_jobs/omegacsd_BAJZOB10, rmsd27-pm7, 5806.791373, -190.488670, -9.302750
Neutral_jobs/omegacsd_BAJZOB10, rmsd27-opt, 5815.902212, -190.488600, -9.300852
Neutral_jobs/omegacsd_BAJZOB10, rmsd42-mmff, 5806.285550, -183.027460, -4366.566484
Neutral_jobs/omegacsd_BAJZOB10, rmsd42-pm7, 5807.191473, -190.556280, -4367.462071
Neutral_jobs/omegacsd_BAJZOB10, rmsd42-opt, 5812.333841, -190.556080, -4367.458887
Neutral_jobs/omegacsd_BAJZOB10, rmsd54-mmff, 5803.251569, -179.024310, -4.659967
Neutral_jobs/omegacsd_BAJZOB10, rmsd54-pm7, 5807.467756, -190.645020, -9.385074
Neutral_jobs/omegacsd_BAJZOB10, rmsd54-opt, 5814.318702, -190.644810, -9.383506
Neutral_jobs/omegacsd_BAJZOB10, rmsd62-mmff, 5806.150326, -182.244530, -8.617202
Neutral_jobs/omegacsd_BAJZOB10, rmsd62-pm7, 5807.144145, -190.618090, -9.501525
Neutral_jobs/omegacsd_BAJZOB10, rmsd62-opt, 5815.760075, -190.617710, -9.500241
Neutral_jobs/omegacsd_BAJZOB10, rmsd89-mmff, 5808.665586, -188.144020, -58.578310
Neutral_jobs/omegacsd_BAJZOB10, rmsd89-pm7, 5807.912775, -192.284900, -62.015701
Neutral_jobs/omegacsd_BAJZOB10, rmsd89-opt, 5816.329752, -192.284850, -62.015076
Neutral_jobs/omegacsd_BATXID, rmsd1-mmff, 5214.850224, 79.767840, 131.366367
Neutral_jobs/omegacsd_BATXID, rmsd1-pm7, 5222.849259, 77.846570, 130.255471
Neutral_jobs/omegacsd_BATXID, rmsd1-opt, 5227.966885, 77.846740, 130.256739
Neutral_jobs/omegacsd_BATXID, rmsd100-mmff, 5209.570248, 83.493960, 138.904437
Neutral_jobs/omegacsd_BATXID, rmsd100-pm7, 5223.597551, 77.845020, 130.237604
Neutral_jobs/omegacsd_BATXID, rmsd100-opt, 5227.987067, 77.844990, 130.229833
Neutral_jobs/omegacsd_BATXID, rmsd101-mmff, 5211.480481, 82.685740, 137.769365
Neutral_jobs/omegacsd_BATXID, rmsd101-pm7, 5223.275794, 77.841120, 130.192129
Neutral_jobs/omegacsd_BATXID, rmsd101-opt, 5227.971325, 77.841320, 130.195315
Neutral_jobs/omegacsd_BATXID, rmsd108-mmff, 5214.426443, 80.027200, 131.744829
Neutral_jobs/omegacsd_BATXID, rmsd108-pm7, 5222.931818, 77.829650, 130.217661
Neutral_jobs/omegacsd_BATXID, rmsd108-opt, 5227.966435, 77.829880, 130.217717
Neutral_jobs/omegacsd_BATXID, rmsd111-mmff, 5210.532858, 82.051050, 137.667296
Neutral_jobs/omegacsd_BATXID, rmsd111-pm7, 5222.954995, 77.872760, 130.385984
Neutral_jobs/omegacsd_BATXID, rmsd111-opt, 5227.986907, 77.873100, 130.387678
Neutral_jobs/omegacsd_BATXID, rmsd117-mmff, 5214.279075, 83.296590, 134.164528
Neutral_jobs/omegacsd_BATXID, rmsd117-pm7, 5223.340508, 77.858000, 130.056842
Neutral_jobs/omegacsd_BATXID, rmsd117-opt, 5227.984044, 77.858250, 130.062319
Neutral_jobs/omegacsd_BATXID, rmsd118-mmff, 5214.414432, 83.161670, 132.956916
Neutral_jobs/omegacsd_BATXID, rmsd118-pm7, 5223.733653, 77.848800, 130.113976
Neutral_jobs/omegacsd_BATXID, rmsd118-opt, 5227.994713, 77.849090, 130.111899
Neutral_jobs/omegacsd_BATXID, rmsd121-mmff, 5214.521901, 83.061550, 132.946566
Neutral_jobs/omegacsd_BATXID, rmsd121-pm7, 5223.229125, 77.838690, 130.070900
Neutral_jobs/omegacsd_BATXID, rmsd121-opt, 5227.995989, 77.838810, 130.069490
Neutral_jobs/omegacsd_BATXID, rmsd122-mmff, 5215.056376, 81.639990, 133.723415
Neutral_jobs/omegacsd_BATXID, rmsd122-pm7, 5222.803333, 77.872800, 130.073981
Neutral_jobs/omegacsd_BATXID, rmsd122-opt, 5228.010543, 77.872990, 130.071103
Neutral_jobs/omegacsd_BATXID, rmsd123-mmff, 5214.279286, 83.237850, 133.008442
Neutral_jobs/omegacsd_BATXID, rmsd123-pm7, 5223.461502, 77.820190, 130.037715
Neutral_jobs/omegacsd_BATXID, rmsd123-opt, 5228.006100, 77.820310, 130.036824
Neutral_jobs/omegacsd_BAXOZO, rmsd1-mmff, 3081.149618, -102.690070, 83.567793
Neutral_jobs/omegacsd_BAXOZO, rmsd1-pm7, 3087.315735, -104.753970, 81.537666
Neutral_jobs/omegacsd_BAXOZO, rmsd1-opt, 3090.992454, -104.754090, 81.535246
Neutral_jobs/omegacsd_BAXOZO, rmsd107-mmff, 3080.662970, -102.973980, 83.066085
Neutral_jobs/omegacsd_BAXOZO, rmsd107-pm7, 3087.211204, -104.677720, 80.666004
Neutral_jobs/omegacsd_BAXOZO, rmsd107-opt, 3090.545299, -104.677540, 80.664467
Neutral_jobs/omegacsd_BAXOZO, rmsd111-mmff, 3081.491140, -103.438650, 82.357932
Neutral_jobs/omegacsd_BAXOZO, rmsd111-pm7, 3087.425563, -104.671410, 80.147611
Neutral_jobs/omegacsd_BAXOZO, rmsd111-opt, 3091.068845, -104.671450, 80.150369
Neutral_jobs/omegacsd_BAXOZO, rmsd112-mmff, 3081.432389, -102.562160, 83.777912
Neutral_jobs/omegacsd_BAXOZO, rmsd112-pm7, 3087.497487, -104.685600, 81.849879
Neutral_jobs/omegacsd_BAXOZO, rmsd112-opt, 3091.370833, -104.685360, 81.862861
Neutral_jobs/omegacsd_BAXOZO, rmsd115-mmff, 3081.375966, -102.472400, 83.837401
Neutral_jobs/omegacsd_BAXOZO, rmsd115-pm7, 3087.394392, -104.694980, 82.292101
Neutral_jobs/omegacsd_BAXOZO, rmsd115-opt, 3091.294378, -104.695000, 82.285540
Neutral_jobs/omegacsd_BAXOZO, rmsd116-mmff, 3081.220583, -102.676210, 83.676322
Neutral_jobs/omegacsd_BAXOZO, rmsd116-pm7, 3087.123310, -104.761480, 81.385669
Neutral_jobs/omegacsd_BAXOZO, rmsd116-opt, 3091.160639, -104.761360, 81.381781
Neutral_jobs/omegacsd_BAXOZO, rmsd12-mmff, 3081.018984, -102.734180, 83.495135
Neutral_jobs/omegacsd_BAXOZO, rmsd12-pm7, 3087.145615, -104.746430, 81.479496
Neutral_jobs/omegacsd_BAXOZO, rmsd12-opt, 3091.029062, -104.746070, 81.472976
Neutral_jobs/omegacsd_BAXOZO, rmsd13-mmff, 3081.320017, -102.741860, 83.659770
Neutral_jobs/omegacsd_BAXOZO, rmsd13-pm7, 3087.616460, -104.735150, 81.007098
Neutral_jobs/omegacsd_BAXOZO, rmsd13-opt, 3091.251626, -104.735010, 81.013672
Neutral_jobs/omegacsd_BAXOZO, rmsd134-mmff, 3080.495155, -103.170340, 82.827669
Neutral_jobs/omegacsd_BAXOZO, rmsd134-pm7, 3086.297912, -104.685520, 81.489249
Neutral_jobs/omegacsd_BAXOZO, rmsd134-opt, 3090.434217, -104.685340, 81.485419
Neutral_jobs/omegacsd_BAXOZO, rmsd63-mmff, 3081.129135, -102.774280, 83.554906
Neutral_jobs/omegacsd_BAXOZO, rmsd63-pm7, 3086.971282, -104.753860, 81.012849
Neutral_jobs/omegacsd_BAXOZO, rmsd63-opt, 3090.607400, -104.753990, 81.016849
Neutral_jobs/omegacsd_BBSPRT10, rmsd24-mmff, 2516.381696, -58.968820, -2.424855
Neutral_jobs/omegacsd_BBSPRT10, rmsd24-pm7, 2521.489772, -65.928500, 1.000065
Neutral_jobs/omegacsd_BBSPRT10, rmsd24-opt, 2526.360019, -65.928480, 0.993736
Neutral_jobs/omegacsd_BBSPRT10, rmsd25-mmff, 2516.424642, -59.082130, -2.486794
Neutral_jobs/omegacsd_BBSPRT10, rmsd25-pm7, 2521.868909, -66.175910, 1.015850
Neutral_jobs/omegacsd_BBSPRT10, rmsd25-opt, 2526.625839, -66.176120, 1.012545
Neutral_jobs/omegacsd_BBSPRT10, rmsd30-mmff, 2513.414307, -61.868310, 1.437822
Neutral_jobs/omegacsd_BBSPRT10, rmsd30-pm7, 2521.697547, -66.468200, 1.733085
Neutral_jobs/omegacsd_BBSPRT10, rmsd30-opt, 2524.201359, -66.468080, 1.729997
Neutral_jobs/omegacsd_BBSPRT10, rmsd39-mmff, 2513.386017, -62.068150, -0.132838
Neutral_jobs/omegacsd_BBSPRT10, rmsd39-pm7, 2521.215465, -66.520940, 2.815288
Neutral_jobs/omegacsd_BBSPRT10, rmsd39-opt, 2528.031076, -66.520920, 2.812591
Neutral_jobs/omegacsd_BBSPRT10, rmsd40-mmff, 2512.653742, -61.625350, 0.233449
Neutral_jobs/omegacsd_BBSPRT10, rmsd40-pm7, 2521.636991, -66.515710, 2.584612
Neutral_jobs/omegacsd_BBSPRT10, rmsd40-opt, 2526.032321, -66.515670, 2.580931
Neutral_jobs/omegacsd_BBSPRT10, rmsd42-mmff, 2516.763860, -62.010970, -3.778472
Neutral_jobs/omegacsd_BBSPRT10, rmsd42-pm7, 2521.837486, -66.195160, 1.026094
Neutral_jobs/omegacsd_BBSPRT10, rmsd42-opt, 2526.388514, -66.195270, 1.030294
Neutral_jobs/omegacsd_BBSPRT10, rmsd43-mmff, 2513.133523, -61.974560, 0.120700
Neutral_jobs/omegacsd_BBSPRT10, rmsd43-pm7, 2521.458455, -66.579000, 2.685391
Neutral_jobs/omegacsd_BBSPRT10, rmsd43-opt, 2528.003048, -66.578840, 2.689856
Neutral_jobs/omegacsd_BBSPRT10, rmsd47-mmff, 2512.909609, -61.592020, 0.146703
Neutral_jobs/omegacsd_BBSPRT10, rmsd47-pm7, 2521.114867, -66.457020, 3.080127
