name,conf,dft@mmff,pm7@mmff,mmff@mmff,dft@pm7,pm7@pm7,mmff@pm7,dft@dft,pm7@dft,mmff@dft
Neutral_jobs/astex_1uml, rmsd243, 6802.635345, nan, 34.958675, 6811.168449, -52.871840, 40.292147, 6819.625376, -52.871890, 40.289955
Neutral_jobs/astex_1uml, rmsd249, 6796.078493, nan, 44.133256, 6810.736235, -52.049810, 44.239468, 6820.731743, -52.049580, 44.239338
Neutral_jobs/astex_1uml, rmsd77, 6791.236397, nan, 44.433004, 6811.507215, -54.433980, 41.488922, 6826.085543, -54.433640, 41.476622
Neutral_jobs/astex_1unl, rmsd118, 5624.376287, 24.229740, 182.590060, 5631.313074, 9.023870, 181.898589, 5643.208693, 9.023760, 181.908167
Neutral_jobs/astex_1unl, rmsd145, 5628.670162, 19.245030, 182.110763, 5632.749953, 8.197550, 178.837916, 5645.170672, 8.197530, 178.858452
Neutral_jobs/astex_1unl, rmsd163, 5627.509818, 21.616870, 175.664467, 5633.251841, 11.907470, 173.137179, 5640.935449, 11.907670, 173.130231
Neutral_jobs/astex_1unl, rmsd180, 5627.836551, 22.117630, 185.062888, 5632.289084, 8.505560, 181.303514, 5644.250756, 8.505830, 181.312136
Neutral_jobs/astex_1unl, rmsd201, 5624.351373, 23.351760, 182.315561, 5629.955883, 9.563830, 179.291905, 5640.848401, 9.564130, 179.292947
Neutral_jobs/astex_1unl, rmsd70, 5626.030322, 23.808830, 183.272667, 5633.854092, 8.415400, 181.714123, 5645.212347, 8.415490, 181.699087
Neutral_jobs/astex_1unl, rmsd92, 5625.770735, 24.752050, 181.432791, 5632.456827, 9.469590, 179.950223, 5643.498068, 9.469250, 179.944389
Neutral_jobs/astex_1unl, rmsd99, 5631.480839, 20.056040, 175.433599, 5633.065912, 11.980290, 173.078996, 5640.878063, 11.980330, 173.075010
Neutral_jobs/astex_1v0p, rmsd103, 6002.353859, -69.417620, 162.226535, 6002.433677, -90.543450, 173.101950, 6015.409957, -90.543280, 173.074112
Neutral_jobs/astex_1v0p, rmsd110, 6002.542884, -83.912620, 167.636810, 6002.065212, -88.214740, 169.005187, 6013.110943, -88.214510, 169.040694
Neutral_jobs/astex_1v0p, rmsd123, 5998.971294, -81.719750, 175.498632, 6000.275040, -92.031430, 173.998474, 6013.545944, -92.031420, 173.988665
Neutral_jobs/astex_1v0p, rmsd145, 5998.263915, -67.929520, 163.083695, 6000.577953, -89.760750, 174.589097, 6014.278162, -89.760500, 174.582317
Neutral_jobs/astex_1v0p, rmsd146, 5999.614718, -66.789600, 163.211656, 6001.940018, -89.952330, 173.940186, 6014.640830, -89.952120, 173.949343
Neutral_jobs/astex_1v0p, rmsd147, 6003.756718, -73.236800, 168.554092, 6001.387984, -90.337950, 174.935718, 6016.597047, -90.337930, 174.925460
Neutral_jobs/astex_1v0p, rmsd164, 5998.142217, -77.359350, 174.521312, 6001.535182, -89.789610, 173.002311, 6012.975645, -89.789490, 173.000537
Neutral_jobs/astex_1v0p, rmsd210, 6000.080384, -67.946870, 165.062122, 6003.213120, -90.756000, 173.152139, 6017.459752, -90.755780, 173.155211
Neutral_jobs/astex_1v0p, rmsd231, 6000.062398, -68.322770, 165.603510, 6000.934291, -89.457330, 172.456643, 6013.584472, -89.457370, 172.442196
Neutral_jobs/astex_1v0p, rmsd62, 6002.626668, -82.418230, 176.109514, 6002.101971, -89.948300, 173.763580, 6012.787680, -89.948190, 173.761429
Neutral_jobs/astex_1v48, rmsd105, 3805.861238, -299.701640, 94.154486, 3812.001626, -307.001120, 93.390731, 3830.805761, -307.001050, 93.400432
Neutral_jobs/astex_1v48, rmsd121, 3809.533325, -301.689290, 92.113856, 3814.286740, -308.809740, 95.106599, 3839.481779, -308.809720, 95.105780
Neutral_jobs/astex_1v48, rmsd124, 3808.342645, -300.760910, 89.922258, 3808.442035, -306.710620, 102.176294, 3830.101427, -306.710460, 102.194979
Neutral_jobs/astex_1v48, rmsd157, 3810.557435, -300.068960, 93.632442, 3812.589090, -308.500180, 95.714913, 3839.517155, -308.500330, 95.715637
Neutral_jobs/astex_1v48, rmsd222, 3807.310716, -298.598090, 96.241787, 3808.496364, -306.489620, 97.990831, 3829.779556, -306.489270, 98.022072
Neutral_jobs/astex_1v48, rmsd52, 3810.529508, -300.959190, 302.983871, 3816.279947, -311.080220, 307.087127, 3836.292931, -311.079870, 307.066478
Neutral_jobs/astex_1v48, rmsd56, 3816.478326, -301.645690, 88.555930, 3808.459565, -306.700480, 102.791048, 3831.353916, -306.700420, 102.781408
Neutral_jobs/astex_1v48, rmsd66, 3815.683977, -304.912760, 88.749965, 3813.571198, -308.663450, 92.718539, 3838.992590, -308.663090, 92.690439
Neutral_jobs/astex_1v48, rmsd82, 3807.899795, -299.460230, 90.017668, 3814.668892, -308.837360, 94.216648, 3839.491769, -308.837310, 94.220688
Neutral_jobs/astex_1v48, rmsd85, 3808.208057, -300.923790, 93.663151, 3815.307513, -307.380950, 89.376289, 3833.727896, -307.381020, 89.394267
Neutral_jobs/astex_1v4s, rmsd167, 3958.998162, 8.504970, 21.007829, 3963.355856, 1.978400, 23.679958, 3969.854727, 1.978540, 23.675712
Neutral_jobs/astex_1v4s, rmsd170, 3948.986660, 14.494150, 22.298273, 3963.393927, 1.978680, 23.635582, 3969.844315, 1.978960, 23.628743
Neutral_jobs/astex_1v4s, rmsd179, 3948.249011, 13.283990, 19.698360, 3963.346159, 2.017880, 23.466998, 3968.757994, 2.018240, 23.477509
Neutral_jobs/astex_1v4s, rmsd230, 3949.455261, 14.070220, 21.946872, 3963.262787, 2.048670, 23.751008, 3969.885824, 2.048600, 23.760822
Neutral_jobs/astex_1v4s, rmsd39, 3950.569319, 11.234300, 19.890776, 3963.321226, 2.104210, 23.574175, 3968.637471, 2.104500, 23.577922
Neutral_jobs/astex_1v4s, rmsd48, 3957.812845, 8.930170, 19.385729, 3963.156037, 2.161020, 23.382088, 3968.501490, 2.161160, 23.374731
Neutral_jobs/astex_1v4s, rmsd75, 3959.361779, 8.614570, 21.291875, 3963.352156, 2.019730, 23.388718, 3969.234408, 2.019930, 23.380519
Neutral_jobs/astex_1v4s, rmsd77, 3959.939581, 8.514820, 24.019879, 3963.173476, 2.094270, 23.085860, 3969.146650, 2.094340, 23.085339
Neutral_jobs/astex_1v4s, rmsd82, 3960.841353, 6.215750, 22.339761, 3963.247373, 2.048710, 23.351765, 3968.691726, 2.048580, 23.348265
Neutral_jobs/astex_1v4s, rmsd87, 3959.480451, 8.095180, 20.979686, 3963.360170, 2.080570, 22.973781, 3969.235466, 2.080770, 22.970536
Neutral_jobs/astex_1w1p, rmsd1, 2254.111995, -76.566480, 62.737749, 2252.525770, -81.361660, 71.033838, 2258.289572, -81.361720, 71.034612
Neutral_jobs/astex_1w2g, rmsd15, 3321.789064, -213.526130, -48.439213, 3317.696067, -221.293310, -41.304379, 3327.619535, -221.293160, -41.303058
Neutral_jobs/astex_1w2g, rmsd18, 3319.402447, -211.884730, -47.338730, 3316.514663, -217.965670, -39.479562, 3325.730404, -217.965700, -39.474926
Neutral_jobs/astex_1w2g, rmsd2, 3322.469622, -211.703020, -49.688817, 3314.263536, -217.835130, -40.234199, 3327.267582, -217.835050, -40.231832
Neutral_jobs/astex_1w2g, rmsd26, 3320.427191, -210.367200, -48.794504, 3312.920266, -218.322430, -33.905229, 3329.467988, -218.322080, -33.899857
Neutral_jobs/astex_1w2g, rmsd34, 3319.413960, -211.586080, -47.359840, 3317.022848, -217.980000, -40.348697, 3325.766375, -217.980000, -40.357532
Neutral_jobs/astex_1w2g, rmsd4, 3319.235528, -211.829870, -47.049761, 3315.665496, -218.329940, -42.250473, 3327.060198, -218.329990, -42.249208
Neutral_jobs/astex_1w2g, rmsd5, 3319.127763, -211.946900, -46.955501, 3316.111362, -218.337290, -42.753100, 3326.102544, -218.337290, -42.753787
Neutral_jobs/astex_1w2g, rmsd7, 3322.299419, -211.583340, -49.663164, 3317.365552, -218.392060, -42.099826, 3327.248603, -218.391970, -42.101864
Neutral_jobs/astex_1w2g, rmsd8, 3322.238534, -211.536890, -49.659926, 3316.838479, -218.482750, -41.437838, 3327.263061, -218.482850, -41.441505
Neutral_jobs/astex_1w2g, rmsd9, 3319.401633, -208.676490, -46.320521, 3313.092650, -218.371670, -33.599865, 3327.228705, -218.371630, -33.607105
Neutral_jobs/astex_1xm6, rmsd100, 4081.180621, -150.393610, 27.049830, 4083.175390, -154.532630, 30.280707, 4087.997619, -154.532410, 30.292186
Neutral_jobs/astex_1xm6, rmsd11, 4082.679753, -151.091200, 29.462703, 4082.436701, -154.116100, 29.525056, 4090.286168, -154.115900, 29.524383
Neutral_jobs/astex_1xm6, rmsd120, 4081.160601, -150.213330, 28.391788, 4082.949634, -154.521590, 29.801919, 4090.973876, -154.521650, 29.803842
Neutral_jobs/astex_1xm6, rmsd122, 4083.519875, -152.346710, 28.291236, 4083.305753, -154.381690, 29.249949, 4090.021693, -154.381740, 29.254986
Neutral_jobs/astex_1xm6, rmsd123, 4080.625605, -148.555920, 31.007530, 4082.822607, -154.406320, 29.181558, 4089.634257, -154.406510, 29.175943
Neutral_jobs/astex_1xm6, rmsd133, 4082.605085, -151.193030, 29.261754, 4082.114409, -154.197370, 31.269993, 4089.212672, -154.197370, 31.267120
Neutral_jobs/astex_1xm6, rmsd14, 4079.578894, -148.196520, 31.371837, 4082.282758, -153.992340, 29.183750, 4090.411296, -153.992240, 29.185424
Neutral_jobs/astex_1xm6, rmsd220, 4081.811776, -150.202680, 27.714559, 4083.634012, -154.546510, 29.616580, 4091.067422, -154.546240, 29.630139
Neutral_jobs/astex_1xm6, rmsd221, 4084.465427, -150.544220, 28.499165, 4083.407667, -154.116920, 29.860976, 4090.219885, -154.116660, 29.839695
Neutral_jobs/astex_1xm6, rmsd30, 4082.297367, -150.105580, 28.556006, 4082.862406, -154.461250, 29.153911, 4090.691056, -154.461240, 29.161759
Neutral_jobs/astex_1xoq, rmsd117, 4485.354563, -156.958300, 133.853399, 4482.364017, -169.421220, 141.964557, 4494.915277, -169.421200, 141.981539
Neutral_jobs/astex_1xoq, rmsd126, 4483.241462, -153.398670, 132.800722, 4480.835382, -167.788760, 142.038064, 4494.850069, -167.788680, 142.042244
Neutral_jobs/astex_1xoq, rmsd155, 4484.214984, -157.475870, 135.799804, 4482.152960, -168.054410, 142.072619, 4495.198747, -168.053990, 142.067462
Neutral_jobs/astex_1xoq, rmsd158, 4484.421813, -163.207370, 135.351102, 4478.179563, -170.131770, 142.647877, 4493.104284, -170.131530, 142.645296
Neutral_jobs/astex_1xoq, rmsd20, 4483.620247, -158.653250, 132.827831, 4481.085880, -166.856710, 140.013833, 4494.088366, -166.856620, 140.010083
Neutral_jobs/astex_1xoq, rmsd218, 4481.696143, -157.742090, 136.625061, 4476.756598, -168.206100, 143.732761, 4493.265208, -168.206020, 143.710735
Neutral_jobs/astex_1xoq, rmsd232, 4486.201740, -161.269450, 134.199525, 4480.550298, -167.652250, 143.353551, 4495.468044, -167.652070, 143.361618
Neutral_jobs/astex_1xoq, rmsd243, 4486.766441, -161.278600, 132.483413, 4479.969291, -168.998910, 140.970875, 4493.832076, -168.998720, 140.966592
Neutral_jobs/astex_1xoq, rmsd42, 4486.838177, -158.573950, 133.319603, 4485.718483, -169.398300, 138.987182, 4498.057439, -169.397710, 138.966363
Neutral_jobs/astex_1xoq, rmsd73, 4487.641799, -155.779360, 118.824664, 4482.401476, -165.249890, 131.853646, 4493.959954, -165.249740, 131.849996
Neutral_jobs/astex_1xoz, rmsd1, 5653.819677, -61.281870, 103.849664, 5661.087816, -65.783530, 108.275475, 5668.732543, -65.783290, 108.257960
Neutral_jobs/astex_1xoz, rmsd10, 5653.079864, -61.346560, 105.222518, 5660.894293, -65.931230, 108.626203, 5668.786780, -65.930960, 108.635389
Neutral_jobs/astex_1xoz, rmsd11, 5652.348219, -60.824520, 107.341285, 5660.644311, -65.817800, 108.621435, 5668.792780, -65.817460, 108.619834
Neutral_jobs/astex_1xoz, rmsd12, 5648.037142, -56.802550, 113.222403, 5660.968223, -65.923330, 108.828831, 5668.842798, -65.923310, 108.833115
Neutral_jobs/astex_1xoz, rmsd2, 5652.513231, -60.267160, 105.563501, 5661.036356, -65.790580, 108.141421, 5668.938236, -65.790430, 108.137360
Neutral_jobs/astex_1xoz, rmsd3, 5652.973030, -60.659030, 104.915706, 5660.908948, -65.773760, 108.644922, 5668.989218, -65.773750, 108.625858
Neutral_jobs/astex_1xoz, rmsd4, 5653.624916, -61.425690, 103.683001, 5660.282677, -65.901900, 108.803144, 5668.925587, -65.901690, 108.801163
Neutral_jobs/astex_1xoz, rmsd5, 5652.687209, -60.826730, 104.699455, 5660.667629, -65.923880, 108.658899, 5668.763677, -65.923630, 108.655597
Neutral_jobs/astex_1xoz, rmsd6, 5652.802723, -60.875730, 106.277520, 5660.847043, -65.715450, 108.280929, 5668.891813, -65.714950, 108.296712
Neutral_jobs/astex_1xoz, rmsd9, 5652.481085, -60.620830, 105.379920, 5660.359662, -65.904590, 108.680433, 5668.914355, -65.904730, 108.681600
Neutral_jobs/astex_1yqy, rmsd102, 4357.694172, -215.437680, 23.099293, 4355.506689, -219.029850, 26.644088, 4363.607269, -219.029800, 26.648059
Neutral_jobs/astex_1yqy, rmsd187, 4350.255527, -204.722860, 38.637626, 4357.580718, -221.429340, 27.237528, 4367.044738, -221.429220, 27.236810
Neutral_jobs/astex_1yqy, rmsd239, 4354.877541, -209.749740, 32.857942, 4356.975276, -220.892490, 28.989969, 4367.043671, -220.892470, 28.980128
Neutral_jobs/astex_1yqy, rmsd249, 4351.276377, -206.484300, 37.150898, 4357.811664, -221.691440, 27.317348, 4364.330255, -221.691200, 27.321439
Neutral_jobs/astex_1yqy, rmsd56, 4356.989283, -212.066390, 30.885939, 4357.404893, -221.387740, 27.366519, 4367.029847, -221.387590, 27.362253
Neutral_jobs/astex_1yqy, rmsd62, 4356.302333, -212.253960, 29.832657, 4357.747013, -221.638460, 27.561835, 4368.749197, -221.638460, 27.562225
Neutral_jobs/astex_1yqy, rmsd65, 4357.433384, -211.409330, 27.523889, 4357.631976, -221.602030, 27.804378, 4365.645093, -221.601670, 27.813171
Neutral_jobs/astex_1yqy, rmsd67, 4354.747205, -212.263580, 33.387732, 4357.398791, -221.391170, 27.468951, 4367.154210, -221.390750, 27.467895
Neutral_jobs/astex_1yqy, rmsd68, 4356.708504, -211.140720, 27.837422, 4357.444233, -221.398820, 27.425844, 4367.151204, -221.398580, 27.429310
Neutral_jobs/astex_1yqy, rmsd72, 4356.990893, -212.132410, 30.773227, 4357.314080, -221.264940, 27.862588, 4368.585764, -221.264930, 27.865813
Neutral_jobs/astex_1yvf, rmsd1, 5276.029992, -67.781260, 90.897406, 5273.357031, -69.585640, 91.301024, 5280.160731, -69.585590, 91.289347
Neutral_jobs/astex_1yvf, rmsd17, 5276.935343, -67.340650, 91.772100, 5272.287260, -69.627540, 90.829842, 5283.310856, -69.627330, 90.828184
Neutral_jobs/astex_1yvf, rmsd202, 5272.008329, -67.672160, 91.108998, 5271.188541, -69.602890, 91.197280, 5282.758410, -69.602800, 91.195913
Neutral_jobs/astex_1yvf, rmsd210, 5274.631970, -67.580830, 90.235899, 5271.955038, -69.687550, 91.719758, 5278.149716, -69.687390, 91.710184
Neutral_jobs/astex_1yvf, rmsd218, 5277.872207, -67.425620, 93.523841, 5273.210022, -69.704010, 91.993729, 5283.225109, -69.703960, 91.980888
Neutral_jobs/astex_1yvf, rmsd220, 5278.065321, -67.860510, 90.866251, 5273.258112, -70.285770, 90.283687, 5283.391274, -70.285980, 90.268403
Neutral_jobs/astex_1yvf, rmsd4, 5275.043820, -67.513300, 92.387456, 5272.833638, -69.644330, 91.810510, 5283.875736, -69.644090, 91.808092
Neutral_jobs/astex_1yvf, rmsd43, 5273.625875, -67.828110, 90.942897, 5274.835638, -71.577200, 89.472266, 5285.582776, -71.577530, 89.464596
Neutral_jobs/astex_1yvf, rmsd44, 5275.457749, -66.898270, 90.179576, 5273.139177, -71.491160, 88.637906, 5283.847220, -71.490590, 88.636687
Neutral_jobs/astex_1yvf, rmsd57, 5274.785921, -67.535230, 89.070290, 5271.181284, -69.566690, 90.347593, 5277.954846, -69.566650, 90.347653
Neutral_jobs/astex_1z95, rmsd136, 4884.714894, -301.191820, 70.846518, 4884.573000, -305.344400, 72.011727, 4894.334145, -305.344390, 72.015158
Neutral_jobs/astex_1z95, rmsd141, 4883.082962, -300.676750, 69.934702, 4886.499036, -304.982200, 68.933152, 4894.886049, -304.981930, 68.932151
Neutral_jobs/astex_1z95, rmsd160, 4882.632337, -300.136030, 71.700203, 4884.045520, -305.377620, 72.606100, 4894.110820, -305.376830, 72.607881
Neutral_jobs/astex_1z95, rmsd203, 4885.950827, -301.778600, 69.807871, 4883.911318, -305.362970, 73.446789, 4892.348660, -305.362930, 73.444985
Neutral_jobs/astex_1z95, rmsd204, 4879.858692, -296.403790, 70.213366, 4883.827518, -305.378020, 74.370070, 4892.542417, -305.377940, 74.370636
Neutral_jobs/astex_1z95, rmsd205, 4883.773273, -300.705860, 71.018834, 4885.320586, -304.880010, 71.042431, 4894.085478, -304.879820, 71.035499
Neutral_jobs/astex_1z95, rmsd209, 4884.320310, -301.317650, 70.850927, 4885.872188, -305.037300, 69.352397, 4894.588450, -305.037200, 69.359400
Neutral_jobs/astex_1z95, rmsd223, 4886.943048, -302.537170, 69.988722, 4883.935104, -305.413250, 73.846585, 4892.495208, -305.413190, 73.846043
Neutral_jobs/astex_1z95, rmsd242, 4889.278844, -303.150160, 68.990912, 4884.586772, -305.349520, 72.049014, 4891.774865, -305.349510, 72.051759
Neutral_jobs/astex_1z95, rmsd243, 4880.454656, -299.211650, 71.981623, 4886.310394, -305.032100, 68.788423, 4894.992902, -305.031810, 68.799531
Neutral_jobs/astex_2br1, rmsd111, 5762.808225, -54.777570, 204.561521, 5766.904002, -63.377520, 206.454630, 5777.143492, -63.377480, 206.449225
Neutral_jobs/astex_2br1, rmsd122, 5769.009366, -59.621460, 629.295072, 5767.148432, -63.365970, 164.599176, 5777.187263, -63.365820, 167.338579
Neutral_jobs/astex_2br1, rmsd145, 5763.860384, -55.098870, 206.394883, 5767.270681, -63.419390, 206.359835, 5777.185764, -63.419410, 206.356790
Neutral_jobs/astex_2br1, rmsd152, 5768.884784, -59.402590, 205.932903, 5767.157671, -63.333770, 206.099020, 5777.390910, -63.333570, 206.076526
Neutral_jobs/astex_2br1, rmsd153, 5763.963334, -57.745000, 208.165602, 5766.690264, -63.311670, 206.521330, 5777.245790, -63.311250, 206.532868
Neutral_jobs/astex_2br1, rmsd161, 5765.288463, -55.329770, 202.506661, 5766.962122, -63.395600, 206.415536, 5777.328668, -63.395110, 206.396443
Neutral_jobs/astex_2br1, rmsd167, 5765.548196, -57.971630, 205.947682, 5767.303682, -63.429860, 206.457311, 5777.302803, -63.429910, 206.465325
Neutral_jobs/astex_2br1, rmsd226, 5762.962263, -54.571480, 206.197417, 5767.332457, -63.412280, 206.459004, 5777.512838, -63.412320, 206.458119
Neutral_jobs/astex_2br1, rmsd239, 5763.148647, -54.588910, 206.058943, 5766.916299, -63.407830, 205.741909, 5777.266583, -63.407930, 205.736035
Neutral_jobs/astex_2br1, rmsd244, 5769.466720, -59.743000, 205.725328, 5767.264860, -63.397300, 207.046263, 5776.889751, -63.397200, 207.044015
Neutral_jobs/astex_2bsm, rmsd138, 5129.890770, -98.431980, 65.352246, 5124.914182, -100.242910, 69.415473, 5133.765480, -100.242730, 69.411880
Neutral_jobs/astex_2bsm, rmsd167, 5129.885206, -98.313520, 65.844217, 5124.819556, -100.061530, 69.721941, 5133.834863, -100.061410, 69.725101
Neutral_jobs/astex_2bsm, rmsd169, 5130.024013, -98.575950, 65.633932, 5123.542689, -100.075750, 71.593807, 5133.096582, -100.075570, 71.594359
Neutral_jobs/astex_2bsm, rmsd188, 5129.823839, -98.234120, 65.297953, 5124.633007, -100.033890, 69.990591, 5133.595166, -100.034140, 69.989851
Neutral_jobs/astex_2bsm, rmsd208, 5129.823982, -98.155530, -4145.364007, 5124.372332, -100.129970, -4139.236312, 5134.937201, -100.129650, -2396.481359
Neutral_jobs/astex_2bsm, rmsd230, 5129.885036, -98.240290, 65.516765, 5124.202257, -100.108130, 70.694200, 5134.804508, -100.107960, 70.694740
Neutral_jobs/astex_2bsm, rmsd244, 5128.861907, -97.911740, 65.962969, 5124.836671, -100.190230, 69.688178, 5134.060945, -100.189820, 69.691867
Neutral_jobs/astex_2bsm, rmsd38, 5128.840541, -98.030920, 66.361590, 5124.140428, -100.276370, 70.392112, 5133.173775, -100.276060, 70.392096
Neutral_jobs/astex_2bsm, rmsd39, 5129.974469, -98.330150, 65.223669, 5124.663315, -100.263550, 69.704557, 5132.939534, -100.263620, 69.718694
Neutral_jobs/astex_2bsm, rmsd43, 5130.009398, -98.684510, 65.546006, 5124.558232, -100.260600, 69.947311, 5133.701995, -100.260680, 69.956432
Neutral_jobs/omegacsd_ABHYTZ, rmsd18, 2930.109452, 95.154960, 109.905323, 2928.393985, 91.354020, 115.306098, 2937.194092, 91.354190, 115.305521
Neutral_jobs/omegacsd_ABHYTZ, rmsd29, 2930.211424, 95.659990, 109.974073, 2929.101169, 91.401720, 114.379281, 2937.072319, 91.401790, 114.387364
Neutral_jobs/omegacsd_ABHYTZ, rmsd30, 2929.540872, 94.521800, 110.858378, 2928.924471, 91.356720, 115.134258, 2937.105478, 91.356810, 115.132796
Neutral_jobs/omegacsd_ABHYTZ, rmsd31, 2929.743932, 94.253990, 110.854443, 2928.918999, 91.357680, 115.255726, 2937.080097, 91.357690, 115.261823
Neutral_jobs/omegacsd_ABHYTZ, rmsd39, 2930.181791, 94.776870, 110.032293, 2928.806481, 91.441830, 114.854653, 2937.108600, 91.441700, 114.861539
Neutral_jobs/omegacsd_ABHYTZ, rmsd41, 2930.212138, 94.480420, 110.298259, 2928.351140, 91.455440, 115.540323, 2937.188364, 91.455430, 115.523512
Neutral_jobs/omegacsd_ABHYTZ, rmsd50, 2928.934179, 97.848050, 110.691034, 2928.309467, 91.363100, 115.529069, 2937.161192, 91.363210, 115.533452
Neutral_jobs/omegacsd_ABHYTZ, rmsd75, 2930.128875, 96.908440, 109.366653, 2928.848650, 91.394730, 114.391941, 2937.173803, 91.394960, 114.383862
Neutral_jobs/omegacsd_ABHYTZ, rmsd87, 2930.130364, 94.569860, 110.292123, 2927.815589, 91.501730, 116.146997, 2937.206607, 91.501830, 116.146601
Neutral_jobs/omegacsd_ABHYTZ, rmsd89, 2930.057065, 95.394640, 109.867393, 2928.702519, 91.351200, 115.099866, 2937.109987, 91.351260, 115.107528
Neutral_jobs/omegacsd_ABIMAZ, rmsd148, 2870.009637, -30.423860, -35.320261, 2869.049620, -31.509260, -35.685241, 2875.322588, -31.509160, -35.683302
Neutral_jobs/omegacsd_ABIMAZ, rmsd151, 2870.048982, -30.554000, -36.305812, 2868.964922, -31.511310, -35.657297, 2875.765263, -31.511380, -35.649743
Neutral_jobs/omegacsd_ABIMAZ, rmsd164, 2870.043119, -30.415730, -35.245055, 2869.066473, -31.478000, -35.093752, 2874.003321, -31.478180, -35.097804
Neutral_jobs/omegacsd_ABIMAZ, rmsd166, 2869.981346, -30.539130, -36.090515, 2869.047122, -31.506740, -35.546007, 2875.280471, -31.506720, -35.544243
Neutral_jobs/omegacsd_ABIMAZ, rmsd18, 2864.434899, -23.626300, -17.253149, 2869.109184, -31.490420, -35.399548, 2875.174690, -31.490490, -35.403823
Neutral_jobs/omegacsd_ABIMAZ, rmsd20, 2871.383979, -31.029600, -37.507378, 2869.006328, -31.493970, -35.373525, 2874.809475, -31.493760, -35.377736
Neutral_jobs/omegacsd_ABIMAZ, rmsd21, 2871.169986, -30.961860, -37.435063, 2869.033391, -31.482760, -35.284612, 2875.543774, -31.482720, -35.287733
Neutral_jobs/omegacsd_ABIMAZ, rmsd23, 2860.331220, -20.682900, -17.853233, 2869.034748, -31.506440, -35.549717, 2874.608625, -31.506480, -35.544173
Neutral_jobs/omegacsd_ABIMAZ, rmsd30, 2867.097518, -24.851940, -17.519264, 2869.071075, -31.508010, -35.672142, 2875.186185, -31.507920, -35.675375
Neutral_jobs/omegacsd_ABIMAZ, rmsd36, 2869.959546, -30.521760, -36.079435, 2869.067054, -31.513210, -35.496230, 2874.145185, -31.513160, -35.497171
Neutral_jobs/omegacsd_ABSBPP, rmsd105, 5945.602211, -13.664110, 51.865308, 5949.889258, -24.789380, 49.427301, 5962.478024, -24.789400, 49.423041
Neutral_jobs/omegacsd_ABSBPP, rmsd133, 5949.115608, -21.110280, 46.496286, 5950.229477, -24.972200, 48.629535, 5957.351845, -24.972310, 48.622003
Neutral_jobs/omegacsd_ABSBPP, rmsd230, 5946.582885, -18.793840, 45.891451, 5950.076917, -24.902910, 48.955711, 5957.516682, -24.902600, 48.951395
Neutral_jobs/omegacsd_ABSBPP, rmsd243, 5945.510360, -18.271190, 44.998064, 5950.143415, -24.927710, 48.768700, 5956.468860, -24.927790, 48.767764
Neutral_jobs/omegacsd_ABSBPP, rmsd71, 5942.198433, -11.217010, 54.150598, 5949.836373, -24.856080, 49.363628, 5957.942556, -24.855820, 49.368843
Neutral_jobs/omegacsd_ABSBPP, rmsd9, 5943.615619, -12.373020, 52.652112, 5949.849021, -24.696390, 49.673003, 5962.329048, -24.696520, 49.665710
Neutral_jobs/omegacsd_ABSBPP, rmsd94, 5944.470621, -14.251510, 49.269870, 5949.799821, -24.702310, 49.586541, 5949.929634, -24.702090, 49.584829
Neutral_jobs/omegacsd_ABSBPP, rmsd96, 5945.095021, -14.813780, 48.899351, 5949.848817, -24.764320, 49.229798, 5953.328148, -24.764160, 49.233831
Neutral_jobs/omegacsd_ABSBPP, rmsd97, 5946.454940, -14.634380, 500.982498, 5949.895563, -24.730060, 517.932182, 5963.561763, -24.729800, 517.912010
Neutral_jobs/omegacsd_ABSBPP, rmsd98, 5944.102807, -14.262500, 49.112625, 5949.840410, -24.768700, 49.354956, 5956.225320, -24.768440, 49.349566
Neutral_jobs/omegacsd_ABVPRO, rmsd103, 4725.782870, -8.714610, 8.692283, 4728.888455, -9.216390, 9.428818, 4734.620608, -9.216200, 9.429373
Neutral_jobs/omegacsd_ABVPRO, rmsd150, 4726.764712, -8.773130, 8.974203, 4729.561552, -9.214890, 9.657005, 4735.394343, -9.215070, 9.663388
Neutral_jobs/omegacsd_ABVPRO, rmsd155, 4726.334895, -8.677620, 8.687296, 4729.405342, -9.213750, 9.899523, 4734.587742, -9.213650, 9.897983
Neutral_jobs/omegacsd_ABVPRO, rmsd156, 4726.339084, -8.718200, 8.761533, 4729.322394, -9.172140, 9.710064, 4735.515912, -9.171920, 9.718219
Neutral_jobs/omegacsd_ABVPRO, rmsd158, 4726.733652, -8.769140, 8.977083, 4729.282358, -9.193010, 9.440188, 4735.938870, -9.193010, 9.440703
Neutral_jobs/omegacsd_ABVPRO, rmsd160, 4726.561074, -8.318710, 8.686999, 4728.656039, -9.195660, 9.428305, 4735.927867, -9.195610, 9.437413
Neutral_jobs/omegacsd_ABVPRO, rmsd164, 4726.353676, -8.539690, 8.639869, 4729.330045, -9.222950, 9.597893, 4734.691203, -9.222500, 9.595936
Neutral_jobs/omegacsd_ABVPRO, rmsd166, 4726.506440, -8.729660, 8.745579, 4729.220137, -9.221560, 9.734011, 4734.430768, -9.221540, 9.741214
Neutral_jobs/omegacsd_ABVPRO, rmsd51, 4726.207639, -8.533670, 8.665184, 4728.899433, -9.207470, 9.561604, 4734.385291, -9.207480, 9.564008
